"gene_symbols"	"SRR10446596"	"SRR10446599"	"SRR10446602"	"SRR10446605"	"SRR10446608"	"SRR10446611"
"ENSG00000257270"	"NA"	5	12	11	12	11	4
"ENSG00000182809"	"CRIP2"	127	265	164	441	327	78
"ENSG00000213145"	"CRIP1"	8	8	7	39	26	9
"ENSG00000257341"	"NA"	2	1	1	9	11	2
"ENSG00000211890"	"IGHA2"	0	0	0	0	0	1
"ENSG00000211891"	"IGHE"	0	0	0	0	0	0
"ENSG00000211892"	"IGHG4"	0	0	1	0	0	0
"ENSG00000274172"	"MIR8071-1"	0	0	0	0	0	0
"ENSG00000211893"	"IGHG2"	0	0	0	0	0	0
"ENSG00000277030"	"MIR8071-2"	0	0	0	0	0	0
"ENSG00000253364"	"NA"	0	0	0	0	0	0
"ENSG00000183092"	"BEGAIN"	236	431	175	831	531	182
"ENSG00000258566"	"NA"	0	3	1	0	0	6
"ENSG00000258569"	"NA"	6	11	18	2	7	15
"ENSG00000071246"	"VASH1"	330	359	455	930	589	384
"ENSG00000258610"	"NA"	0	0	0	0	0	0
"ENSG00000286437"	"NA"	6	2	21	16	8	7
"ENSG00000241081"	"RPL22P2"	0	0	0	1	0	0
"ENSG00000223174"	"RN7SKP17"	0	0	0	0	0	0
"ENSG00000285966"	"NA"	3	9	14	22	5	1
"ENSG00000266553"	"RN7SL356P"	0	0	0	4	1	0
"ENSG00000243225"	"NA"	0	1	3	4	7	2
"ENSG00000119669"	"IRF2BPL"	87	238	167	109	54	49
"ENSG00000100565"	"LRRC74A"	0	0	2	2	0	0
"ENSG00000166165"	"CKB"	605	1693	1011	967	695	551
"ENSG00000256053"	"COA8"	39	57	103	114	87	68
"ENSG00000184304"	"PRKD1"	156	270	319	181	194	266
"ENSG00000257904"	"NA"	3	0	1	0	0	0
"ENSG00000240201"	"RPS6P24"	0	0	1	0	0	1
"ENSG00000279032"	"NA"	0	2	0	0	0	0
"ENSG00000125375"	"DMAC2L"	52	131	236	33	122	114
"ENSG00000211448"	"DIO2"	11	17	80	19	42	23
"ENSG00000139970"	"RTN1"	1538	4203	3292	824	933	838
"ENSG00000100526"	"CDKN3"	26	43	82	2	34	20
"ENSG00000100852"	"ARHGAP5"	398	1168	1840	205	375	514
"ENSG00000165795"	"NDRG2"	18	20	160	52	70	26
"ENSG00000100453"	"GZMB"	0	0	0	0	0	0
"ENSG00000054654"	"SYNE2"	118	326	422	229	172	156
"ENSG00000187630"	"DHRS4L2"	3	16	19	6	21	7
"ENSG00000185024"	"BRF1"	328	672	726	1274	729	452
"ENSG00000087303"	"NID2"	25	33	70	36	22	17
"ENSG00000136367"	"ZFHX2"	693	1124	951	936	1190	737
"ENSG00000092051"	"JPH4"	1219	2141	2937	2599	1788	1469
"ENSG00000015133"	"CCDC88C"	92	278	178	237	186	81
"ENSG00000100938"	"GMPR2"	126	157	218	150	216	164
"ENSG00000139880"	"CDH24"	41	38	50	186	90	62
"ENSG00000151332"	"MBIP"	153	281	398	53	89	127
"ENSG00000066427"	"ATXN3"	282	623	811	227	492	415
"ENSG00000092068"	"SLC7A8"	322	566	635	473	411	464
"ENSG00000176153"	"GPX2"	27	55	63	27	65	25
"ENSG00000198668"	"CALM1"	4542	13140	9644	2151	1689	2440
"ENSG00000129518"	"EAPP"	147	206	245	85	131	106
"ENSG00000092199"	"HNRNPC"	865	1504	1807	417	780	869
"ENSG00000176230"	"OR4K17"	2	0	2	0	0	0
"ENSG00000150527"	"MIA2"	424	583	921	407	697	751
"ENSG00000136305"	"CIDEB"	0	0	0	0	0	0
"ENSG00000100439"	"ABHD4"	13	36	65	18	41	42
"ENSG00000181619"	"GPR135"	261	381	574	169	298	388
"ENSG00000186469"	"GNG2"	411	967	506	105	189	119
"ENSG00000165521"	"EML5"	430	656	1082	416	742	676
"ENSG00000156050"	"FAM161B"	64	133	167	29	47	58
"ENSG00000119723"	"COQ6"	99	106	233	117	148	150
"ENSG00000187097"	"ENTPD5"	87	116	190	57	74	97
"ENSG00000279461"	"NA"	3	0	0	0	0	0
"ENSG00000119636"	"BBOF1"	140	127	313	117	147	281
"ENSG00000119711"	"ALDH6A1"	66	129	283	57	52	88
"ENSG00000239910"	"RN7SL530P"	5	5	6	3	5	1
"ENSG00000258513"	"NA"	2	1	5	0	0	3
"ENSG00000119614"	"VSX2"	1	1	1	0	0	0
"ENSG00000119688"	"ABCD4"	299	886	832	844	920	531
"ENSG00000258559"	"NA"	13	55	86	24	57	31
"ENSG00000133980"	"VRTN"	0	0	1	0	0	0
"ENSG00000258737"	"NA"	0	0	0	0	0	0
"ENSG00000177776"	"NA"	0	0	0	0	0	0
"ENSG00000205659"	"LIN52"	83	141	261	77	187	142
"ENSG00000259155"	"NA"	7	7	11	0	1	3
"ENSG00000258462"	"NA"	1	1	2	1	2	2
"ENSG00000221114"	"RNU6ATAC30P"	0	2	0	0	0	0
"ENSG00000197776"	"KLHDC1"	102	152	355	18	117	134
"ENSG00000258400"	"NA"	9	18	28	16	8	24
"ENSG00000165525"	"NEMF"	1103	2281	2257	872	1488	1566
"ENSG00000277634"	"NA"	1	0	12	3	1	1
"ENSG00000252474"	"RNU6-539P"	1	7	19	2	14	8
"ENSG00000278771"	"RN7SL3"	182	967	611	287	407	93
"ENSG00000274012"	"RN7SL2"	0	0	0	0	0	0
"ENSG00000251929"	"RNU6-189P"	0	0	0	0	0	0
"ENSG00000274704"	"NA"	0	0	0	0	0	1
"ENSG00000278038"	"MIR6076"	0	0	1	0	0	1
"ENSG00000270788"	"NA"	0	6	5	0	0	6
"ENSG00000243038"	"NA"	3	1	2	3	0	0
"ENSG00000165527"	"ARF6"	63	112	134	27	19	32
"ENSG00000241582"	"RPL23AP8"	0	0	0	0	0	0
"ENSG00000165410"	"CFL2"	52	145	205	17	34	44
"ENSG00000243824"	"RPL12P6"	0	1	1	0	0	0
"ENSG00000198604"	"BAZ1A"	121	195	272	138	174	169
"ENSG00000251726"	"RNU7-41P"	0	3	1	0	0	2
"ENSG00000258738"	"BAZ1A-AS1"	6	1	6	0	1	2
"ENSG00000258493"	"NA"	0	0	0	0	0	0
"ENSG00000092020"	"PPP2R3C"	53	91	138	18	89	85
"ENSG00000100890"	"PRORP"	71	170	129	40	123	140
"ENSG00000258790"	"NA"	0	0	0	3	0	2
"ENSG00000241052"	"RPL23AP70"	3	4	3	0	1	5
"ENSG00000259090"	"SEPTIN7P1"	4	5	16	2	2	5
"ENSG00000282625"	"MRPL57P8"	2	3	3	1	0	4
"ENSG00000282308"	"DPRXP3"	7	8	22	2	1	7
"ENSG00000256243"	"RPL7AP3"	9	1	3	2	2	2
"ENSG00000240392"	"RPL9P3"	0	3	2	3	2	9
"ENSG00000100902"	"PSMA6"	80	87	196	36	108	111
"ENSG00000288045"	"NA"	2	1	6	2	1	0
"ENSG00000258503"	"NA"	0	1	9	1	0	6
"ENSG00000258993"	"NA"	11	12	10	2	9	11
"ENSG00000139973"	"SYT16"	813	1880	1781	198	326	475
"ENSG00000289503"	"NA"	1	8	8	0	1	9
"ENSG00000169488"	"OR4K15"	0	0	0	0	0	0
"ENSG00000196383"	"NA"	0	0	0	0	0	0
"ENSG00000151445"	"VIPAS39"	171	320	461	249	285	231
"ENSG00000100591"	"AHSA1"	237	873	281	151	113	101
"ENSG00000212371"	"NA"	3	9	6	0	0	0
"ENSG00000100593"	"ISM2"	2	9	12	5	2	5
"ENSG00000100596"	"SPTLC2"	267	411	532	207	267	132
"ENSG00000240233"	"RN7SL587P"	2	2	3	6	4	1
"ENSG00000258520"	"NA"	9	12	17	9	14	14
"ENSG00000100626"	"GALNT16"	299	876	629	450	678	479
"ENSG00000280073"	"NA"	18	42	43	46	27	23
"ENSG00000100632"	"ERH"	36	76	125	11	15	31
"ENSG00000029364"	"SLC39A9"	319	468	500	139	260	237
"ENSG00000286424"	"NA"	1	1	3	2	4	2
"ENSG00000081177"	"EXD2"	341	499	607	336	520	439
"ENSG00000140006"	"WDR89"	21	87	119	13	30	29
"ENSG00000198133"	"TMEM229B"	87	172	227	164	118	71
"ENSG00000215277"	"RNF212B"	16	21	25	16	13	35
"ENSG00000071537"	"SEL1L"	455	1029	1126	214	346	289
"ENSG00000140022"	"STON2"	27	31	66	27	43	11
"ENSG00000205436"	"EXOC3L4"	3	0	1	17	1	0
"ENSG00000129493"	"HEATR5A"	94	91	222	60	112	114
"ENSG00000283016"	"NA"	2	3	0	2	2	3
"ENSG00000258443"	"NA"	19	29	40	14	22	25
"ENSG00000184227"	"ACOT1"	20	4	24	7	1	9
"ENSG00000258408"	"NA"	0	0	0	0	0	0
"ENSG00000119673"	"ACOT2"	14	82	69	57	52	63
"ENSG00000258524"	"NA"	2	17	11	16	19	19
"ENSG00000279026"	"NA"	43	48	56	21	39	55
"ENSG00000177465"	"ACOT4"	17	15	11	7	9	17
"ENSG00000205669"	"ACOT6"	32	42	39	31	33	41
"ENSG00000258972"	"NDUFB8P1"	15	22	18	9	16	16
"ENSG00000119661"	"DNAL1"	274	389	431	104	144	181
"ENSG00000251907"	"RNU6-240P"	2	1	6	1	1	4
"ENSG00000258660"	"NA"	0	0	0	0	0	0
"ENSG00000176903"	"PNMA1"	485	1390	776	322	273	250
"ENSG00000264741"	"MIR4505"	1	1	12	23	37	4
"ENSG00000258586"	"LINC02274"	0	1	0	0	0	0
"ENSG00000270576"	"NA"	0	0	0	0	0	0
"ENSG00000140043"	"PTGR2"	15	22	77	10	20	22
"ENSG00000258653"	"NA"	6	0	9	0	7	1
"ENSG00000223300"	"NA"	0	0	4	0	0	0
"ENSG00000273711"	"NA"	0	8	9	0	2	4
"ENSG00000119725"	"ZNF410"	35	76	155	26	60	70
"ENSG00000258891"	"NA"	39	57	74	23	34	37
"ENSG00000270140"	"NA"	10	12	25	3	8	18
"ENSG00000199472"	"NA"	0	3	5	2	2	6
"ENSG00000100583"	"SAMD15"	90	163	94	41	115	103
"ENSG00000165555"	"NOXRED1"	7	32	48	19	19	20
"ENSG00000168952"	"STXBP6"	154	315	280	42	122	80
"ENSG00000165355"	"FBXO33"	151	324	462	116	102	137
"ENSG00000289495"	"NA"	0	0	2	0	0	0
"ENSG00000289208"	"NA"	13	47	63	7	17	27
"ENSG00000092148"	"HECTD1"	1477	2881	3511	1275	1858	2000
"ENSG00000166170"	"BAG5"	243	652	687	134	258	221
"ENSG00000126214"	"KLC1"	175	420	384	282	271	208
"ENSG00000241494"	"RPL26P4"	0	0	1	0	0	4
"ENSG00000207208"	"RNU6-790P"	0	0	7	0	0	2
"ENSG00000259161"	"NA"	23	28	30	23	40	28
"ENSG00000240457"	"RN7SL472P"	2	5	1	0	0	0
"ENSG00000080824"	"HSP90AA1"	9360	32045	4870	2284	2108	2637
"ENSG00000078304"	"PPP2R5C"	777	1462	1672	565	994	1271
"ENSG00000258827"	"NA"	0	2	0	1	1	2
"ENSG00000258708"	"SLC25A21-AS1"	2	3	15	2	4	3
"ENSG00000252746"	"RNU6-273P"	0	0	0	0	0	3
"ENSG00000207046"	"RNU6-886P"	15	28	13	1	0	9
"ENSG00000129514"	"FOXA1"	0	0	9	0	0	5
"ENSG00000011114"	"BTBD7"	357	476	656	174	378	491
"ENSG00000278396"	"NA"	4	17	5	2	10	3
"ENSG00000187581"	"COX8C"	1	5	1	2	4	0
"ENSG00000202306"	"NA"	0	2	3	0	0	0
"ENSG00000252720"	"RNU6-1258P"	10	22	15	10	11	17
"ENSG00000277826"	"NA"	2	2	5	4	6	2
"ENSG00000175785"	"PRIMA1"	1	2	25	7	1	2
"ENSG00000140067"	"FAM181A"	2	0	3	3	9	1
"ENSG00000239199"	"RPL21P6"	0	0	3	0	0	0
"ENSG00000182521"	"TBPL2"	1	0	12	1	3	1
"ENSG00000133958"	"UNC79"	2537	3399	3515	2185	2803	2929
"ENSG00000183032"	"SLC25A21"	5	7	10	2	7	1
"ENSG00000266327"	"MIR4503"	0	0	2	0	0	0
"ENSG00000289687"	"NA"	19	30	26	2	17	13
"ENSG00000156030"	"MIDEAS"	367	791	911	686	805	507
"ENSG00000288931"	"NA"	0	0	0	0	0	0
"ENSG00000202229"	"RNU6-1138P"	2	2	15	6	1	6
"ENSG00000252347"	"RNU6-1046P"	1	4	3	0	5	0
"ENSG00000092096"	"SLC22A17"	1013	2199	2224	1566	1496	1169
"ENSG00000199157"	"MIR208A"	0	0	0	0	0	0
"ENSG00000215991"	"MIR208B"	0	2	0	1	0	0
"ENSG00000092067"	"CEBPE"	2	1	0	0	0	0
"ENSG00000200385"	"NA"	0	3	1	0	0	0
"ENSG00000201431"	"RNU6-1277P"	4	1	2	0	5	0
"ENSG00000259091"	"LINC00517"	26	49	75	18	11	11
"ENSG00000258696"	"NA"	16	10	24	6	16	34
"ENSG00000259048"	"NA"	35	60	77	15	37	77
"ENSG00000139865"	"TTC6"	164	236	347	110	172	96
"ENSG00000278147"	"NA"	0	0	2	0	0	0
"ENSG00000185246"	"PRPF39"	712	951	1602	713	819	796
"ENSG00000212615"	"LOC124903416"	20	7	12	0	5	9
"ENSG00000239043"	"SNORD127"	9	25	164	100	24	18
"ENSG00000100442"	"FKBP3"	225	418	588	99	205	257
"ENSG00000129534"	"MIS18BP1"	183	358	544	98	194	287
"ENSG00000187790"	"FANCM"	209	215	852	107	253	351
"ENSG00000182545"	"RNASE10"	0	0	0	0	0	0
"ENSG00000258436"	"RNASE12"	0	0	0	0	0	0
"ENSG00000172717"	"GARIN2"	17	26	43	7	32	45
"ENSG00000289723"	"NA"	0	0	5	2	0	0
"ENSG00000100532"	"CGRRF1"	79	126	143	26	66	116
"ENSG00000200506"	"NA"	0	1	8	2	5	0
"ENSG00000182218"	"HHIPL1"	80	220	258	296	226	94
"ENSG00000036530"	"CYP46A1"	568	1206	1193	622	507	775
"ENSG00000066629"	"EML1"	284	515	597	356	371	435
"ENSG00000199836"	"RNU1-47P"	0	0	0	0	0	0
"ENSG00000271198"	"NA"	0	0	1	2	0	1
"ENSG00000242888"	"RPS2P3"	9	24	33	13	22	24
"ENSG00000258693"	"NA"	3	1	8	4	14	3
"ENSG00000258560"	"NA"	8	3	13	9	9	4
"ENSG00000227729"	"RD3L"	0	0	0	0	0	0
"ENSG00000242894"	"RN7SL634P"	0	3	1	2	6	3
"ENSG00000166183"	"ASPG"	3	11	12	39	20	10
"ENSG00000207568"	"MIR203A"	0	0	0	0	0	0
"ENSG00000283165"	"MIR203B"	0	0	0	0	0	0
"ENSG00000066735"	"KIF26A"	6	20	16	123	55	17
"ENSG00000258824"	"NA"	0	13	15	1	0	6
"ENSG00000272909"	"NA"	1	1	15	1	3	1
"ENSG00000089775"	"ZBTB25"	234	493	1007	154	428	402
"ENSG00000179841"	"AKAP5"	342	1039	1066	123	192	225
"ENSG00000100714"	"MTHFD1"	459	851	1348	368	700	701
"ENSG00000100697"	"DICER1"	1190	1671	3679	864	1270	1682
"ENSG00000258893"	"NA"	11	3	1	8	0	0
"ENSG00000252400"	"RNU6-1291P"	3	1	1	0	0	0
"ENSG00000198805"	"PNP"	30	14	28	12	55	13
"ENSG00000258431"	"TMEM183AP4"	0	0	0	0	0	0
"ENSG00000274818"	"NA"	6	4	6	0	1	10
"ENSG00000287643"	"NA"	24	35	100	20	61	59
"ENSG00000283857"	"MIR1247"	0	0	0	0	0	0
"ENSG00000259015"	"NA"	5	12	6	8	5	7
"ENSG00000239544"	"NA"	0	0	2	1	0	2
"ENSG00000165861"	"ZFYVE1"	138	224	292	184	178	166
"ENSG00000241487"	"RN7SL586P"	0	1	0	0	3	0
"ENSG00000119707"	"RBM25"	4135	5615	8199	8851	9648	7519
"ENSG00000258448"	"LOC100422493"	1	4	17	1	11	5
"ENSG00000259109"	"NA"	0	0	3	3	2	1
"ENSG00000100767"	"PAPLN"	7	24	42	16	16	26
"ENSG00000252839"	"NA"	0	0	4	1	0	0
"ENSG00000170468"	"RIOX1"	42	101	113	73	96	81
"ENSG00000100906"	"NFKBIA"	33	133	158	83	88	65
"ENSG00000288928"	"NA"	59	91	139	15	53	64
"ENSG00000151338"	"MIPOL1"	430	701	913	184	501	789
"ENSG00000284118"	"MIR4707"	0	0	0	0	0	0
"ENSG00000155465"	"SLC7A7"	41	44	99	8	32	40
"ENSG00000213928"	"IRF9"	15	30	103	53	19	26
"ENSG00000234648"	"NA"	0	0	0	0	0	0
"ENSG00000287991"	"NA"	2	0	1	0	0	0
"ENSG00000229402"	"NA"	0	1	2	2	5	0
"ENSG00000127152"	"BCL11B"	146	291	371	116	112	136
"ENSG00000092330"	"TINF2"	57	94	153	68	98	67
"ENSG00000092098"	"RNF31"	16	28	49	36	56	25
"ENSG00000212330"	"RNU6-244P"	0	0	0	0	0	0
"ENSG00000156381"	"ANKRD9"	44	127	124	117	82	61
"ENSG00000266015"	"MIR4309"	0	0	0	0	1	0
"ENSG00000239224"	"RN7SL546P"	0	1	1	1	0	1
"ENSG00000089902"	"RCOR1"	123	272	370	154	221	159
"ENSG00000230988"	"RPL23AP11"	9	2	7	2	3	6
"ENSG00000202459"	"NA"	3	1	6	2	3	1
"ENSG00000206969"	"RNU6-1316P"	0	3	2	0	2	3
"ENSG00000166126"	"AMN"	3	7	5	24	9	5
"ENSG00000131323"	"TRAF3"	371	674	576	481	461	451
"ENSG00000151322"	"NPAS3"	216	255	455	164	150	174
"ENSG00000232070"	"TMEM253"	0	1	3	0	7	2
"ENSG00000251002"	"TRD-AS1"	5	2	6	4	6	2
"ENSG00000252424"	"RNA5SP384"	0	9	3	0	0	0
"ENSG00000213741"	"RPS29"	110	492	430	95	139	169
"ENSG00000244270"	"RPL32P29"	0	0	0	0	0	0
"ENSG00000276168"	"RN7SL1"	1516	11236	10625	2104	1851	382
"ENSG00000252919"	"NA"	0	0	4	0	0	0
"ENSG00000165501"	"LRR1"	0	4	12	2	2	4
"ENSG00000258568"	"NA"	0	1	0	0	0	0
"ENSG00000278009"	"NA"	0	0	2	0	0	2
"ENSG00000165502"	"RPL36AL"	90	242	117	22	30	36
"ENSG00000168282"	"MGAT2"	0	0	0	1	1	0
"ENSG00000165506"	"DNAAF2"	63	115	129	97	78	80
"ENSG00000258450"	"NA"	5	9	14	3	12	2
"ENSG00000100479"	"POLE2"	37	82	171	4	20	96
"ENSG00000165516"	"KLHDC2"	183	332	463	135	186	232
"ENSG00000080815"	"PSEN1"	732	878	1320	710	922	829
"ENSG00000258643"	"BCL2L2-PABPN1"	0	0	1	0	0	0
"ENSG00000198752"	"CDC42BPB"	1015	2322	1685	1700	1506	1171
"ENSG00000289598"	"NA"	0	0	0	0	0	0
"ENSG00000258892"	"NA"	0	0	0	0	0	0
"ENSG00000258485"	"NA"	37	35	62	29	67	44
"ENSG00000126814"	"TRMT5"	79	183	241	33	77	133
"ENSG00000258656"	"NA"	0	0	0	0	0	0
"ENSG00000206870"	"RNU6-398P"	0	0	0	0	0	0
"ENSG00000139974"	"SLC38A6"	323	467	767	271	378	519
"ENSG00000182107"	"TMEM30B"	0	6	10	8	2	0
"ENSG00000151327"	"FAM177A1"	244	406	538	203	267	328
"ENSG00000129460"	"NGDN"	62	190	202	131	200	130
"ENSG00000252783"	"RNU6-835P"	0	0	0	0	0	0
"ENSG00000140030"	"GPR65"	12	5	12	0	1	2
"ENSG00000100433"	"KCNK10"	137	229	412	215	395	316
"ENSG00000289973"	"NA"	0	0	1	1	0	0
"ENSG00000277367"	"NA"	0	0	1	0	0	0
"ENSG00000278143"	"NA"	0	0	0	0	0	0
"ENSG00000222036"	"POTEM"	0	0	0	2	0	0
"ENSG00000212612"	"RNU6-1239P"	0	0	0	0	0	0
"ENSG00000286614"	"NA"	0	0	1	0	0	0
"ENSG00000277128"	"NA"	0	1	4	0	1	11
"ENSG00000277710"	"NBEAP5"	0	0	0	0	0	0
"ENSG00000278594"	"NA"	0	0	0	0	0	0
"ENSG00000196143"	"OR11H13P"	0	0	1	0	0	0
"ENSG00000271632"	"LOC100421684"	0	0	0	0	0	0
"ENSG00000277252"	"NA"	0	0	0	0	0	0
"ENSG00000258781"	"NA"	0	0	0	0	0	0
"ENSG00000285990"	"NBEAP6"	0	0	0	0	0	0
"ENSG00000257310"	"NA"	0	0	0	0	0	0
"ENSG00000277156"	"NA"	0	1	2	0	0	0
"ENSG00000265154"	"MIR151B"	6	3	2	3	3	4
"ENSG00000199082"	"MIR342"	0	1	4	4	0	3
"ENSG00000258904"	"NA"	24	12	22	4	9	10
"ENSG00000283840"	"MIR6764"	0	0	0	0	0	0
"ENSG00000259052"	"NA"	0	0	0	0	0	0
"ENSG00000197119"	"SLC25A29"	376	479	622	1156	867	455
"ENSG00000258504"	"NA"	0	0	0	0	0	0
"ENSG00000198984"	"MIR345"	0	0	1	0	0	3
"ENSG00000243976"	"RN7SL523P"	0	1	0	0	0	0
"ENSG00000140107"	"SLC25A47"	0	4	0	0	1	0
"ENSG00000258666"	"NA"	0	0	0	0	0	0
"ENSG00000140105"	"WARS1"	325	516	462	305	318	314
"ENSG00000258521"	"NA"	3	10	14	13	12	12
"ENSG00000258581"	"NA"	7	4	7	2	5	11
"ENSG00000258597"	"SERPINA2"	0	0	1	0	0	0
"ENSG00000100811"	"YY1"	362	753	825	412	371	372
"ENSG00000290292"	"HOMEZ"	31	121	113	40	57	54
"ENSG00000275569"	"NA"	5	0	3	0	2	0
"ENSG00000139946"	"PELI2"	52	84	215	22	70	54
"ENSG00000100652"	"SLC10A1"	30	79	161	21	66	58
"ENSG00000221060"	"LOC124900353"	1	0	1	0	3	0
"ENSG00000198732"	"SMOC1"	17	32	362	26	31	12
"ENSG00000242071"	"RPL7AP6"	1	8	7	0	1	0
"ENSG00000270610"	"NA"	0	2	1	0	0	3
"ENSG00000100678"	"SLC8A3"	396	441	536	309	360	427
"ENSG00000215398"	"NA"	0	0	0	0	0	0
"ENSG00000275002"	"ZFAND2AP2"	0	0	0	0	0	0
"ENSG00000290393"	"NA"	4	1	2	0	0	0
"ENSG00000270433"	"NA"	0	0	0	0	0	0
"ENSG00000187483"	"NA"	0	0	0	0	0	0
"ENSG00000290676"	"SERPINA13P"	0	0	0	0	0	0
"ENSG00000258822"	"OR4K16P"	0	0	0	0	0	0
"ENSG00000258625"	"OR11H5P"	0	0	0	0	0	0
"ENSG00000188831"	"NA"	0	0	0	0	0	0
"ENSG00000259158"	"NA"	0	0	0	0	0	0
"ENSG00000290783"	"ADAM20P1"	46	64	132	29	59	116
"ENSG00000271968"	"NA"	0	0	0	0	0	0
"ENSG00000259162"	"NA"	0	1	1	0	2	0
"ENSG00000225766"	"NA"	0	1	1	0	1	0
"ENSG00000257853"	"NA"	0	0	0	0	0	0
"ENSG00000228294"	"NA"	0	0	0	0	0	0
"ENSG00000185650"	"ZFP36L1"	73	83	123	66	114	54
"ENSG00000289626"	"NA"	0	0	0	0	0	0
"ENSG00000196405"	"EVL"	1231	2217	2167	4487	3235	1700
"ENSG00000176290"	"OR4K3"	0	0	0	0	0	0
"ENSG00000176281"	"OR4K5"	0	0	0	0	0	0
"ENSG00000126821"	"SGPP1"	83	158	206	24	32	90
"ENSG00000290642"	"NA"	6	18	28	7	14	23
"ENSG00000166090"	"IL25"	1	0	0	0	0	0
"ENSG00000278342"	"NA"	4	0	0	0	0	0
"ENSG00000279286"	"NA"	15	10	9	11	15	7
"ENSG00000133962"	"CATSPERB"	6	6	14	11	7	14
"ENSG00000268295"	"NA"	0	0	0	0	0	1
"ENSG00000258774"	"NA"	0	0	4	0	0	0
"ENSG00000140092"	"FBLN5"	57	141	171	31	175	45
"ENSG00000100503"	"NIN"	3113	5319	4496	5076	6509	5398
"ENSG00000288855"	"NA"	0	0	0	0	0	0
"ENSG00000131951"	"LRRC9"	34	46	121	14	56	138
"ENSG00000289098"	"NA"	1	6	3	5	8	7
"ENSG00000252312"	"RN7SKP21"	0	0	2	2	0	0
"ENSG00000168350"	"DEGS2"	19	49	42	63	70	45
"ENSG00000100664"	"EIF5"	524	1262	1219	326	417	436
"ENSG00000291313"	"NA"	0	0	0	0	0	0
"ENSG00000186648"	"CARMIL3"	193	357	350	1001	930	256
"ENSG00000289536"	"NA"	0	0	0	0	0	0
"ENSG00000211923"	"IGHD3-10"	0	0	0	0	0	0
"ENSG00000211924"	"IGHD3-9"	0	0	0	0	0	0
"ENSG00000290844"	"ADAM6"	0	0	0	0	0	0
"ENSG00000165617"	"DACT1"	77	144	181	88	30	26
"ENSG00000197406"	"DIO3"	0	4	1	0	2	0
"ENSG00000100749"	"VRK1"	230	508	736	145	291	404
"ENSG00000185347"	"TEDC1"	20	34	30	165	43	35
"ENSG00000276240"	"OR4E1"	0	0	0	0	1	0
"ENSG00000185100"	"ADSS1"	1	9	13	20	18	20
"ENSG00000139915"	"MDGA2"	633	870	1140	893	806	880
"ENSG00000251735"	"NA"	1	3	3	0	5	2
"ENSG00000258392"	"NA"	2	9	16	0	0	4
"ENSG00000244053"	"RPL13AP2"	18	57	23	65	85	36
"ENSG00000214903"	"RPS15AP3"	5	9	40	6	23	26
"ENSG00000263945"	"MIR548Y"	0	0	0	0	0	0
"ENSG00000259117"	"NA"	0	0	0	0	0	0
"ENSG00000258453"	"OR11H2"	0	0	0	0	0	0
"ENSG00000290703"	"NA"	0	0	0	0	0	0
"ENSG00000100814"	"CCNB1IP1"	87	136	228	65	90	105
"ENSG00000129474"	"AJUBA"	1	5	8	2	7	0
"ENSG00000100522"	"GNPNAT1"	38	98	98	13	38	35
"ENSG00000259049"	"NA"	0	0	0	0	0	0
"ENSG00000073712"	"FERMT2"	124	247	304	108	220	167
"ENSG00000271075"	"NA"	17	29	16	7	16	12
"ENSG00000100523"	"DDHD1"	804	939	2312	422	831	1098
"ENSG00000258985"	"NA"	0	0	0	0	0	0
"ENSG00000197045"	"GMFB"	226	697	535	47	61	90
"ENSG00000168175"	"MAPK1IP1L"	242	530	674	56	127	168
"ENSG00000289523"	"NA"	4	7	16	6	13	2
"ENSG00000265768"	"MIR4506"	4	4	0	0	0	2
"ENSG00000089737"	"DDX24"	1415	3398	3216	1347	1774	1604
"ENSG00000184986"	"TMEM121"	12	38	34	72	41	35
"ENSG00000125952"	"MAX"	224	496	436	267	404	265
"ENSG00000222985"	"RNU2-14P"	1	3	253	19	11	19
"ENSG00000258878"	"LOC100420096"	0	0	0	0	0	0
"ENSG00000258613"	"RPL21P7"	0	0	0	0	0	1
"ENSG00000214759"	"NA"	0	0	0	3	0	0
"ENSG00000252497"	"RPPH1-2P"	0	0	0	0	0	0
"ENSG00000197616"	"MYH6"	0	5	1	1	1	2
"ENSG00000182185"	"RAD51B"	17	62	77	22	63	23
"ENSG00000250366"	"TUNAR"	65	89	60	35	28	26
"ENSG00000188655"	"RNASE9"	0	0	0	1	0	0
"ENSG00000258856"	"NA"	0	0	0	0	0	0
"ENSG00000293009"	"NA"	0	0	3	0	0	1
"ENSG00000177350"	"NA"	0	0	0	0	0	0
"ENSG00000293056"	"RPL13AP3"	3	20	10	1	4	5
"ENSG00000270591"	"NA"	14	8	8	12	4	5
"ENSG00000259374"	"NA"	0	0	0	0	0	0
"ENSG00000270938"	"NA"	0	0	0	0	0	0
"ENSG00000257162"	"NA"	0	0	0	0	0	0
"ENSG00000259648"	"HMGB1P34"	0	0	0	0	0	0
"ENSG00000293198"	"NA"	1	2	1	0	0	0
"ENSG00000197358"	"NA"	0	0	0	0	0	0
"ENSG00000293235"	"BNIP3P1"	0	2	1	0	0	0
"ENSG00000225210"	"NA"	0	0	0	0	0	0
"ENSG00000235812"	"NA"	0	0	0	0	0	0
"ENSG00000293335"	"ADAM21P1"	0	0	0	0	0	0
"ENSG00000186369"	"NA"	0	0	0	0	0	0
"ENSG00000258959"	"NA"	0	0	0	0	0	0
"ENSG00000234911"	"NA"	0	0	2	1	0	1
"ENSG00000258704"	"NA"	1	0	6	0	0	0
